69 25 29 2
0 17 2 1
16 41 6 1
18 15 14 1
36 19 23 1
3 8 40 1
37 9 20 1
15 1 15 1
1 3 46 1
6 4 5 1
1 3 66 2
42 32 39 1
51 30 13 1
83 4 62 2
2 3 5 1
56 29 58 2
65 19 22 1
22 2 66 1
5 31 7 1
38 28 29 2
34 63 5 0
26 50 31 1
12 0 1 1
58 19 10 2
1 12 5 1
7 17 3 1
26 6 64 1
5 17 2 1
10 7 67 1
7 7 66 1
22 18 7 2
8 4 65 1
16 18 5 2
1 1 18 1
1 1 65 2
50 2 3 0
5 0 6 1
29 36 7 0
57 29 23 1
74 42 5 2
13 5 6 1
26 50 6 1
38 37 58 2
42 32 10 2
14 0 7 1
56 10 54 1
2 40 3 1
26 31 6 1
22 2 14 1
13 0 7 2
28 28 29 1
58 29 23 2
47 41 6 2
21 12 4 2
10 1 18 1
70 28 29 2
31 12 3 1
50 50 6 1
43 44 3 0
42 25 29 2
47 42 5 1
74 41 6 2
19 1 15 1
10 38 3 1
30 29 31 2
14 8 6 2
73 1 25 2
14 17 4 2
3 0 4 1
44 63 55 1
31 12 34 1
6 5 67 2
0 8 38 2
29 36 31 0
11 2 66 1
73 8 39 2
19 15 14 1
33 10 64 1
29 29 6 0
84 21 4 1
78 33 10 0
62 29 53 1
10 40 5 1
10 2 66 2
48 34 31 1
4 4 37 1
48 9 29 2
27 36 31 1
36 63 55 2
18 0 3 1
75 25 5 2
16 0 6 1
20 1 9 1
2 40 5 1
63 19 22 1
27 1 12 2
9 0 2 1
4 38 4 2
47 3 46 1
30 1 3 0
38 32 5 2
66 29 21 2
9 17 2 0
35 32 10 1
15 7 65 1
21 0 5 1
66 29 56 1
9 4 37 1
51 1 30 1
18 8 7 1
14 1 3 2
38 29 6 2
53 26 4 2
20 31 6 1
30 3 46 0
58 26 27 2
7 2 66 1
11 7 65 1
73 41 6 1
21 43 5 1
12 1 67 2
9 26 4 2
3 2 4 1
39 28 29 1
10 8 6 2
20 1 65 1
29 30 31 0
4 7 67 1
43 26 4 2
19 1 9 1
45 8 6 2
19 1 18 2
7 40 3 1
37 11 3 1
13 9 2 1
6 8 18 0
25 9 29 1
14 3 67 1
68 9 29 0
16 8 18 1
5 8 24 1
3 1 38 1
1 17 3 1
25 5 6 2
63 26 4 2
57 29 59 2
35 9 29 2
2 1 12 1
16 11 6 2
19 27 6 1
29 6 37 0
18 4 5 2
44 9 20 2
65 28 29 0
15 1 67 1
30 2 29 2
30 36 37 1
16 5 14 1
70 10 35 1
9 43 5 1
32 29 31 2
29 9 29 0
7 8 40 1
68 10 34 1
44 10 64 2
76 1 10 1
48 29 16 1
55 19 23 2
60 52 4 0
31 12 29 1
18 11 6 0
12 1 11 2
66 29 22 2
21 9 2 1
68 28 29 1
21 8 2 1
15 8 15 2
9 4 5 2
56 10 64 1
74 8 41 2
13 2 43 0
22 3 66 1
79 3 45 1
57 61 4 0
17 1 12 2
3 3 66 0
28 36 37 1
5 4 66 1
30 50 4 2
64 4 62 2
55 32 6 2
48 5 6 2
58 37 58 2
3 4 37 1
13 2 38 1
46 1 13 0
9 8 2 1
9 2 43 0
31 6 64 0
67 29 52 0
39 1 10 2
32 9 5 1
24 3 46 1
0 5 66 1
71 25 5 1
22 0 3 1
35 12 3 1
22 1 3 2
55 10 34 1
6 2 38 1
30 29 16 2
41 9 20 1
5 0 3 1
41 19 10 2
15 1 38 1
6 5 66 1
28 29 6 2
45 8 41 2
81 12 3 2
36 32 10 2
43 29 23 1
68 32 6 2
16 1 13 0
3 5 66 1
45 5 6 1
25 1 13 1
69 29 55 1
47 25 5 1
3 1 3 1
20 40 4 1
9 8 6 2
10 1 8 1
13 0 1 2
12 2 37 2
20 3 66 1
40 32 6 2
15 5 6 2
10 3 67 1
41 29 55 2
40 32 39 1
7 1 38 1
50 50 31 2
9 1 25 1
17 11 6 2
37 32 10 1
19 9 4 1
51 31 6 2
5 7 66 1
7 4 6 2
32 13 31 2
9 11 6 2
7 9 4 1
64 29 6 2
50 2 37 2
28 9 2 0
38 0 6 2
11 1 18 1
56 33 10 1
70 51 29 1
17 8 24 0
69 29 6 1
13 40 3 1
29 6 64 0
12 8 39 1
60 28 29 1
2 12 4 1
64 19 4 1
31 1 16 1
60 26 4 2
38 25 59 2
6 38 4 0
12 1 14 1
53 25 20 2
2 8 40 1
48 9 2 1
59 19 22 1
76 4 6 0
40 24 59 1
4 9 4 0
29 50 6 0
17 12 5 1
19 1 12 2
42 20 10 1
5 1 67 1
14 7 65 1
19 8 40 1
14 6 65 1
79 3 5 1
15 2 66 2
17 2 43 1
43 3 48 2
19 5 67 1
26 2 3 0
9 31 7 1
28 12 34 1
13 4 5 1
42 10 34 0
69 28 29 2
29 12 5 0
4 43 5 0
20 8 7 2
57 19 10 1
5 5 14 1
35 25 20 1
34 32 39 1
29 5 6 0
30 44 3 2
74 41 5 2
2 9 5 1
41 1 10 2
63 29 31 1
20 40 3 2
16 2 3 0
3 31 7 2
42 63 5 2
19 31 7 1
12 17 3 1
11 8 24 1
43 20 10 1
1 1 8 1
5 12 5 0
32 30 6 1
13 8 6 2
55 55 23 1
53 29 58 1
19 7 65 1
36 29 58 2
30 1 9 1
67 29 22 2
11 31 7 1
1 6 65 0
29 30 3 0
51 49 34 1
8 1 8 1
11 17 3 1
68 29 55 1
14 17 3 2
78 25 29 1
13 8 7 2
18 25 5 2
8 38 3 2
39 25 29 2
12 4 6 1
31 29 31 2
7 6 65 1
9 7 67 2
32 3 5 2
39 19 10 2
37 29 58 1
16 44 3 1
78 55 23 2
38 32 39 2
71 8 24 1
9 5 14 0
45 13 31 0
28 1 16 2
18 2 4 1
35 29 6 1
1 1 12 1
48 28 29 2
14 31 6 2
8 5 14 1
45 25 5 1
68 32 39 1
18 1 38 1
4 0 4 1
15 4 6 1
62 29 31 2
68 51 68 1
76 8 39 1
48 36 7 1
53 26 27 2
21 5 66 0
25 36 31 1
11 1 14 1
20 7 65 0
7 1 67 1
0 1 65 2
7 17 2 1
38 20 10 2
20 2 4 0
5 25 6 2
65 29 22 2
33 29 59 0
70 19 23 2
0 8 6 2
17 1 18 2
4 8 18 1
35 3 46 0
5 25 5 2
55 26 27 2
75 8 39 2
65 29 57 1
42 51 68 2
72 1 10 1
14 17 6 1
72 1 11 1
55 63 55 2
21 17 2 1
43 3 5 2
73 41 5 1
71 9 20 2
31 3 5 0
17 43 4 2
28 49 34 1
11 4 66 1
50 28 29 1
5 6 37 2
3 40 3 1
59 29 6 2
3 1 9 1
20 1 38 0
10 5 66 1
11 40 3 1
44 25 29 2
68 24 59 0
31 9 29 2
15 1 14 1
53 19 20 2
37 29 59 1
28 36 31 1
4 43 4 1
62 29 52 2
10 2 14 1
39 19 20 2
65 4 62 2
4 8 15 1
13 18 5 1
7 2 4 1
70 0 6 2
4 4 5 2
46 8 39 1
15 43 4 2
67 29 6 0
24 1 13 0
48 9 13 1
74 44 3 1
30 4 37 1
10 17 4 2
6 0 4 1
0 12 14 2
4 4 6 2
50 36 37 1
45 11 3 0
35 29 55 1
41 63 68 2
56 37 58 2
8 40 4 1
53 9 20 1
17 17 4 2
41 19 20 1
10 31 6 2
4 31 6 1
16 2 14 1
29 1 9 0
30 12 3 2
2 1 14 1
12 9 2 2
75 41 6 2
36 9 20 1
22 1 65 0
81 11 3 1
54 0 6 1
18 0 7 1
0 8 7 1
11 26 4 2
66 19 22 1
74 1 12 2
4 1 15 1
57 26 4 2
43 29 54 1
10 12 5 1
43 63 5 1
41 61 4 2
75 9 20 1
3 17 6 1
77 26 4 1
43 12 3 2
7 9 5 1
80 29 16 2
75 8 25 2
1 1 14 1
1 17 2 1
50 13 31 1
79 12 3 0
60 53 60 0
12 3 5 1
66 29 55 1
72 8 39 2
3 4 65 1
33 1 10 0
56 10 35 2
39 29 6 2
4 18 7 1
79 29 16 1
19 12 14 1
9 8 11 1
31 30 6 1
73 1 12 2
14 0 2 1
70 25 59 0
23 3 47 1
12 17 2 1
11 41 5 1
5 8 38 1
43 37 58 2
12 2 66 1
43 10 64 1
21 43 4 1
21 1 65 1
21 1 9 0
19 8 41 0
60 52 62 0
53 61 4 0
17 5 6 1
60 29 53 0
1 4 66 1
69 19 10 1
0 3 66 2
1 18 7 1
44 19 20 1
2 1 65 1
18 1 12 2
26 29 31 2
19 4 6 2
4 2 43 0
12 25 29 1
19 12 5 2
1 4 6 1
11 1 25 1
18 17 2 2
1 0 6 0
22 1 18 2
35 9 20 2
23 8 39 2
17 2 66 1
9 38 3 1
8 1 38 2
34 26 27 2
39 29 58 2
21 1 14 0
5 11 6 1
12 40 5 1
19 7 66 1
18 0 6 2
8 4 5 1
42 0 6 1
81 3 5 1
5 27 6 2
3 0 1 0
62 19 21 0
33 61 4 1
13 1 15 1
12 1 38 1
4 17 3 0
15 5 66 1
2 2 4 1
67 61 4 0
18 1 8 1
7 38 3 1
13 12 4 2
51 36 7 1
29 12 3 0
5 1 10 1
33 29 58 0
42 10 54 2
7 3 67 1
63 29 21 1
30 11 3 1
43 61 4 1
82 3 45 1
16 12 5 1
6 1 8 1
30 9 2 1
6 0 1 0
30 6 64 1
9 42 5 2
56 9 29 0
84 61 4 0
15 12 3 0
54 24 59 1
66 4 56 1
26 31 7 2
1 6 37 1
35 44 3 1
75 5 6 1
4 0 7 2
70 24 59 0
20 0 6 1
25 1 9 1
5 2 14 1
12 27 6 0
0 40 3 1
67 4 62 2
9 8 41 2
46 3 45 1
38 33 10 2
7 7 65 1
48 12 3 1
6 2 14 1
19 0 2 1
11 5 67 1
48 50 6 1
57 9 29 2
12 1 12 1
11 9 4 1
29 49 34 1
57 19 20 1
47 9 20 1
11 42 5 0
22 12 3 2
65 4 6 2
0 9 4 1
16 2 66 1
54 29 58 2
8 8 18 1
51 9 29 0
3 0 5 2
42 29 54 2
31 4 5 2
18 5 66 1
16 1 65 1
17 12 3 2
5 8 11 1
28 6 37 2
64 29 57 2
15 0 1 1
35 3 47 0
70 29 23 2
72 8 25 2
22 9 5 0
75 8 24 1
60 61 4 0
24 50 4 2
9 4 65 1
18 0 5 2
25 36 7 1
6 9 4 1
36 1 10 2
27 3 5 2
20 8 6 2
53 55 23 1
24 44 3 1
70 29 55 2
71 42 5 1
5 3 66 1
16 0 4 1
50 29 6 1
66 53 60 0
16 1 11 1
38 29 54 2
43 32 39 1
65 52 62 1
76 25 6 2
67 29 53 1
58 32 6 2
16 1 8 1
76 1 11 1
11 8 41 0
8 17 6 1
54 26 4 2
4 8 40 1
19 9 2 1
27 2 29 2
75 1 10 2
19 2 3 2
41 10 34 1
6 1 15 1
54 29 55 2
15 0 2 1
15 38 4 1
3 1 14 2
39 63 55 2
50 12 29 0
27 13 31 1
48 2 34 1
8 8 2 1
75 8 41 2
69 9 20 2
5 4 6 2
17 25 6 0
35 19 10 1
47 50 31 2
14 5 14 1
29 9 2 1
45 50 4 1
13 3 66 0
16 4 65 1
70 10 54 2
16 1 12 1
10 2 38 1
29 50 31 1
20 8 2 1
11 38 4 2
3 12 3 0
48 1 12 1
1 2 43 2
16 4 66 0
31 1 3 0
57 32 6 2
41 29 58 2
22 5 6 1
15 1 9 1
63 4 56 1
27 36 37 1
36 63 5 2
19 5 66 1
47 3 48 1
9 1 18 1
13 17 6 1
21 8 38 2
28 30 3 2
58 19 23 2
41 63 55 2
62 19 22 1
3 7 65 0
2 7 67 1
28 4 5 2
51 50 6 1
30 30 3 1
14 5 66 1
30 2 4 2
29 28 29 0
56 0 6 1
70 63 55 2
9 18 7 2
33 29 23 0
73 11 6 1
28 34 31 1
31 50 31 1
27 1 13 1
12 38 4 1
41 9 29 1
19 4 6 2
75 41 5 1
11 1 11 1
76 25 5 2
37 29 54 1
37 10 54 1
27 50 6 1
55 19 20 0
11 0 1 1
68 19 10 1
70 26 4 2
20 8 18 2
0 5 6 1
23 3 46 0
55 25 29 2
47 3 45 1
22 4 37 1
16 4 5 1
35 32 39 1
8 12 5 2
44 29 55 2
41 29 6 1
72 26 4 2
27 6 37 1
79 3 47 1
29 30 13 0
15 8 2 1
66 21 4 2
6 18 7 0
1 7 66 1
58 10 35 1
55 29 55 2
37 26 27 2
38 63 5 2
50 12 4 2
3 1 65 0
36 32 6 1
44 32 6 2
57 32 39 2
48 1 30 1
22 17 2 1
36 26 4 1
60 29 52 0
5 9 2 1
77 1 8 1
10 2 37 2
23 1 13 0
10 1 9 1
26 2 29 2
21 6 37 1
18 12 5 1
38 24 59 1
64 26 4 2
57 51 29 1
41 29 54 2
28 12 3 2
78 29 23 2
60 29 21 0
51 4 37 0
18 8 6 2
51 29 6 1
35 1 3 1
54 10 64 1
59 4 62 1
58 1 10 2
22 1 15 1
38 10 34 1
67 19 21 2
12 1 10 2
9 40 4 1
16 1 67 2
55 25 20 0
21 4 6 1
17 4 6 2
20 2 37 0
48 2 37 2
47 29 16 1
14 43 4 1
18 27 6 2
55 19 10 2
17 27 6 2
16 8 6 2
33 19 10 1
74 42 5 1
21 2 43 1
19 8 11 0
21 1 8 0
23 41 5 0
0 8 39 2
28 2 34 1
9 17 6 1
17 1 3 2
19 41 6 0
6 17 6 1
53 19 23 2
21 40 3 1
0 1 8 2
18 1 67 1
57 19 23 1
20 8 15 1
78 32 10 2
22 18 5 1
54 29 54 2
6 31 7 1
56 32 10 1
16 26 4 1
38 25 20 1
14 8 2 1
74 8 6 2
30 29 16 2
3 1 18 0
26 9 29 2
12 5 66 1
36 32 39 1
30 30 6 0
0 1 25 2
24 13 31 1
19 9 5 1
62 53 60 1
2 40 4 1
21 9 5 0
9 4 5 1
65 26 4 1
26 49 34 1
65 29 21 2
11 25 6 1
11 8 38 1
11 0 3 1
25 2 3 1
11 2 43 1
17 0 2 1
43 25 20 1
49 1 3 1
45 44 3 2
1 2 4 1
83 52 4 1
17 2 3 1
73 25 5 2
0 4 66 1
9 2 38 1
9 6 37 1
80 3 45 1
51 2 4 1
77 11 3 1
8 5 67 1
30 3 5 0
17 5 6 1
78 28 29 2
50 1 16 2
9 5 6 2
6 17 3 1
29 34 31 1
10 18 7 2
15 0 7 0
47 8 11 0
8 0 1 2
5 43 5 1
63 61 4 0
27 29 16 1
44 24 59 1
6 0 5 1
9 8 38 2
70 32 39 2
13 38 4 2
33 26 27 2
48 2 3 0
32 29 6 2
22 7 65 0
13 7 67 2
15 8 40 0
15 8 18 1
43 25 59 0
30 31 6 1
77 8 11 0
6 3 66 1
33 32 5 2
40 61 4 1
21 2 38 1
72 27 6 1
2 43 5 1
70 32 5 2
38 26 4 2
77 25 5 1
9 0 1 1
84 29 55 1
48 2 4 2
23 50 4 2
77 1 25 2
61 4 56 1
75 25 6 2
74 4 6 2
13 1 67 2
68 10 54 2
77 25 29 2
45 26 4 2
18 4 66 2
22 12 4 1
0 1 3 1
5 40 5 1
30 1 3 0
10 0 2 1
2 12 3 1
31 36 31 1
6 4 6 1
13 2 4 2
76 41 5 1
31 1 12 1
17 25 29 1
3 2 66 1
65 29 52 1
45 41 5 1
69 29 58 1
8 6 37 1
20 1 14 1
0 41 6 2
34 32 10 1
76 26 4 1
22 17 4 1
77 11 6 1
31 49 34 2
6 0 7 1
68 63 55 2
40 19 23 2
75 50 31 1
17 41 6 0
5 1 8 1
15 12 4 2
22 17 3 2
4 3 67 1
8 40 5 1
17 0 5 1
22 0 6 1
39 51 29 2
55 63 68 1
17 42 5 0
19 1 25 1
64 29 55 1
70 37 58 1
77 27 6 1
0 8 24 2
20 4 5 1
7 4 5 1
44 51 68 1
64 4 6 2
48 49 34 1
12 1 3 1
51 9 4 1
1 29 16 2
29 1 30 1
22 2 3 1
22 38 3 1
13 1 3 1
12 17 4 1
27 36 7 2
66 29 53 1
23 44 3 0
9 6 65 1
55 29 6 1
78 9 20 0
20 0 7 1
35 61 4 1
51 1 12 1
15 4 65 1
11 8 39 1
13 15 14 1
9 2 37 0
77 41 6 2
32 9 29 2
21 0 1 1
58 29 59 2
67 19 22 2
6 8 7 1
26 4 6 1
27 30 6 1
28 1 9 1
8 2 43 1
41 55 23 1
72 1 25 2
63 19 22 1
30 1 16 2
15 3 67 1
20 9 5 1
5 0 1 1
6 31 6 1
31 30 13 0
59 28 29 0
67 19 4 2
29 4 5 0
42 29 58 2
40 25 59 1
13 31 7 2
76 4 5 1
4 0 3 1
10 2 43 2
9 26 27 1
56 29 23 1
47 8 25 1
9 1 8 1
21 1 12 1
10 4 6 2
5 24 39 1
60 29 57 0
29 29 31 0
13 1 8 1
1 0 4 0
62 28 29 1
53 63 55 2
55 25 59 0
2 4 65 1
59 29 21 1
4 2 37 1
34 25 20 1
0 8 2 1
10 43 5 1
56 26 27 1
43 63 55 2
15 2 43 1
51 6 37 1
9 4 66 1
16 7 67 2
66 19 4 2
7 0 7 1
19 2 14 1
43 26 27 2
32 1 3 2
12 5 14 1
69 61 4 0
33 32 39 1
19 2 37 2
59 29 22 2
13 1 14 1
57 32 5 2
56 29 6 1
47 3 45 1
18 1 14 1
17 43 5 1
27 31 7 1
34 29 6 1
14 0 4 1
17 4 37 2
0 12 5 2
36 29 54 1
73 27 6 2
84 4 62 2
74 41 5 2
26 29 16 1
55 10 54 1
9 2 4 1
0 1 15 1
27 30 31 1
19 2 38 2
44 26 27 2
19 1 11 0
21 12 14 1
8 3 5 1
7 4 66 2
12 7 67 2
35 3 48 1
17 4 5 2
25 4 37 2
8 7 66 1
82 29 16 2
21 4 5 1
82 12 3 1
44 55 23 1
17 1 12 1
18 31 6 2
34 28 29 1
74 25 29 2
30 12 29 0
9 40 5 1
13 0 3 0
19 0 3 0
2 8 18 1
15 2 3 1
4 5 66 1
18 1 3 1
61 61 4 2
22 12 5 1
77 8 25 1
31 2 4 1
16 17 4 2
40 37 58 2
4 17 2 1
29 13 31 1
10 17 6 1
48 50 31 2
22 3 5 2
47 11 6 1
7 8 6 2
36 26 27 1
26 12 5 1
26 34 31 1
50 1 12 1
5 5 67 1
58 63 55 2
4 9 2 0
13 8 2 1
0 2 14 1
56 10 34 0
30 50 31 1
32 34 31 1
40 55 23 1
9 3 5 0
10 4 5 1
18 40 3 1
19 0 7 1
8 1 67 2
70 25 20 1
6 7 67 1
14 0 5 1
3 6 37 2
14 31 7 2
22 4 66 1
12 8 25 0
58 63 68 0
69 9 29 1
20 38 3 1
16 25 6 2
78 63 68 1
45 8 24 1
13 0 6 2
21 2 14 1
74 3 46 1
7 1 3 1
25 1 30 1
39 29 55 2
20 12 14 0
24 3 47 1
18 2 3 2
16 12 4 1
16 1 11 1
0 1 12 1
1 8 6 2
54 32 10 2
60 4 62 0
54 32 39 1
14 12 3 1
29 36 37 0
74 11 3 1
1 1 3 1
27 2 34 0
18 8 15 1
28 3 5 2
77 5 6 1
78 32 5 2
20 4 66 1
14 2 38 1
60 29 6 0
14 8 18 1
13 12 14 1
25 29 16 2
26 29 6 2
22 12 14 1
28 9 5 0
33 63 5 1
17 2 38 2
27 28 29 2
51 5 6 2
13 5 66 0
33 25 29 2
55 28 29 0
77 41 5 2
36 63 68 1
22 8 40 1
54 25 29 2
0 0 2 1
9 1 10 1
12 8 6 2
15 18 7 1
7 2 3 1
19 4 37 1
1 7 65 1
39 55 23 1
10 5 67 1
50 9 29 2
66 19 22 1
56 24 59 0
2 8 6 2
14 5 6 1
1 12 3 2
14 6 37 2
73 5 6 2
1 8 18 1
22 38 4 0
11 26 27 2
33 25 59 0
5 4 6 0
3 0 3 1
14 15 14 1
4 0 5 1
43 29 6 2
22 1 8 1
10 2 3 1
61 29 56 2
68 61 4 1
6 9 2 2
1 9 5 1
77 13 31 0
67 29 57 1
19 8 6 2
69 32 6 2
84 19 4 2
17 4 65 1
21 7 65 0
0 1 12 2
54 63 55 2
39 63 68 1
27 50 31 1
53 24 59 1
22 0 2 0
59 29 56 2
10 9 2 0
6 40 4 0
48 4 37 2
22 31 7 0
37 29 6 1
7 31 7 2
53 37 58 2
64 53 60 1
13 38 3 1
76 12 5 1
75 3 47 1
82 3 5 1
8 1 18 1
1 31 7 1
5 2 3 0
68 10 35 1
84 29 22 1
84 29 31 1
12 4 65 0
25 29 31 1
0 38 3 1
43 11 3 1
56 32 6 0
76 9 20 1
47 8 24 2
10 8 40 1
32 30 31 1
22 1 9 0
69 10 35 1
77 3 47 1
54 9 20 0
21 5 67 1
14 1 9 0
18 40 4 1
12 9 4 0
3 6 65 0
3 5 14 0
43 2 3 0
43 1 10 1
26 9 5 1
39 32 6 1
5 4 65 1
19 6 65 0
11 0 7 1
8 2 3 1
23 3 45 2
47 3 5 1
22 9 2 0
17 3 5 2
56 19 23 1
21 15 14 1
78 63 55 1
44 9 29 1
71 8 41 1
51 2 34 2
73 8 24 0
29 30 6 0
42 55 23 1
12 25 5 1
71 1 11 1
43 9 20 0
19 17 3 1
3 8 18 1
6 17 2 2
11 2 3 1
47 1 10 2
41 51 29 2
77 1 11 1
22 40 4 0
13 2 37 2
16 31 6 1
9 41 5 1
5 1 14 1
78 10 64 1
79 44 3 0
27 1 9 1
5 17 6 2
28 1 12 2
15 7 67 1
17 8 2 1
15 1 3 1
27 12 3 1
26 12 34 1
31 4 37 1
2 8 7 1
31 1 13 1
74 1 13 1
72 25 29 2
19 8 15 1
74 9 20 1
22 43 4 1
5 0 4 1
16 43 4 1
25 29 6 1
17 9 2 1
0 17 4 2
16 5 6 2
0 2 37 2
35 11 3 0
43 51 68 2
35 10 54 1
80 3 46 2
22 8 38 0
13 5 14 1
36 20 10 1
69 10 64 1
54 32 5 2
15 9 4 1
15 40 5 1
4 6 37 2
57 32 10 2
63 29 52 1
75 44 3 0
16 8 39 1
35 3 5 1
47 1 11 1
66 61 4 0
10 12 4 2
70 26 27 2
18 8 6 2
57 10 64 1
78 1 10 2
39 32 5 1
55 32 39 1
29 9 5 0
72 8 6 2
33 28 29 0
84 52 4 2
21 3 66 1
62 29 57 2
33 26 4 2
69 19 23 1
16 6 65 1
58 10 34 1
37 28 29 1
41 33 10 1
15 5 14 1
9 0 3 1
43 29 58 1
38 1 10 2
29 29 16 0
47 42 5 2
4 5 6 1
41 63 5 2
35 1 10 1
9 1 15 1
13 8 38 2
54 37 58 2
38 19 20 2
40 28 29 1
4 3 5 1
51 12 29 0
26 1 30 2
5 6 65 0
35 2 3 1
2 17 3 1
31 30 31 2
31 6 37 1
62 21 4 2
5 40 4 2
20 5 66 1
2 5 6 1
11 17 2 1
33 63 68 1
0 2 38 1
12 1 8 1
57 33 10 1
18 8 25 2
18 7 65 1
4 8 38 2
1 12 3 2
54 29 59 2
43 19 10 1
19 1 10 2
73 9 20 0
4 1 38 1
5 7 65 0
51 12 34 1
30 49 34 1
35 51 29 1
37 25 29 2
44 10 34 1
15 6 65 0
21 6 65 0
67 21 4 2
61 4 62 2
43 29 59 1
40 32 10 1
35 51 68 2
48 4 6 2
0 4 5 2
14 12 14 1
2 2 3 1
7 12 14 1
21 1 67 2
18 4 5 2
12 3 67 1
18 12 3 2
74 13 31 1
50 50 4 1
37 10 35 1
36 10 34 0
11 38 3 1
30 12 4 2
18 26 27 2
62 52 4 2
32 4 6 1
5 7 67 1
10 9 5 0
1 1 67 2
17 40 3 1
4 1 67 1
8 12 4 2
33 29 55 0
6 43 4 1
56 32 5 1
30 1 12 0
2 38 3 2
21 8 15 1
28 1 13 1
47 26 4 1
66 4 6 2
78 51 29 1
65 29 31 2
17 18 7 2
30 31 7 0
1 0 1 1
50 6 37 1
9 25 29 1
38 55 23 2
41 32 5 2
23 1 8 0
37 26 4 1
19 1 67 1
63 29 56 1
74 3 47 1
14 12 4 1
27 2 3 0
44 10 54 1
19 18 5 1
7 0 1 0
1 17 6 2
64 61 4 2
39 25 20 2
32 6 64 1
41 25 59 2
64 21 4 2
79 11 3 0
45 1 12 2
26 2 37 2
20 0 2 1
31 36 7 1
46 42 5 2
44 33 10 2
3 2 37 1
8 7 67 1
40 63 5 2
35 32 6 2
4 1 9 0
43 32 10 1
13 4 6 2
3 8 38 1
19 8 6 2
69 29 59 1
44 25 59 2
15 1 65 1
71 11 6 2
75 12 5 1
78 29 58 1
61 29 22 1
1 38 4 1
29 50 4 2
53 32 10 1
41 10 35 2
16 7 65 1
0 12 5 1
21 8 40 1
53 29 54 1
54 19 20 1
83 4 56 1
45 1 25 2
32 12 5 2
80 44 3 1
17 6 37 1
18 2 66 2
16 8 41 2
40 20 10 1
35 33 10 0
43 10 34 1
17 4 5 0
77 50 31 1
23 50 31 0
14 1 67 1
14 40 3 1
10 1 14 1
51 30 31 1
12 2 3 1
51 12 4 2
29 2 3 1
12 4 37 1
21 2 37 2
72 12 5 1
33 29 54 0
3 40 4 1
71 27 6 1
12 1 18 1
12 2 14 1
9 5 67 1
18 6 37 2
19 11 6 1
20 43 4 1
70 9 29 1
60 4 6 0
55 29 54 1
1 4 37 2
43 25 29 0
0 1 38 2
34 10 64 1
74 12 5 2
47 1 3 1
31 50 4 2
17 4 66 2
37 19 23 1
48 12 29 1
68 25 59 1
62 29 56 2
47 26 27 2
0 43 4 2
55 33 10 1
4 8 2 1
38 9 20 1
66 28 29 1
12 1 9 1
0 4 6 2
29 1 13 0
59 29 31 1
16 0 5 1
9 25 6 0
10 8 18 1
58 24 59 0
71 1 25 1
31 2 3 1
11 0 5 1
72 8 24 1
20 2 66 1
69 1 10 1
69 25 20 2
63 19 21 1
29 31 7 0
35 26 27 2
5 41 5 1
53 63 5 2
11 8 11 0
70 25 29 2
13 31 6 2
