3 8 7 2
30 30 31 1
12 1 15 1
18 6 65 1
76 8 41 2
64 29 21 2
9 12 5 2
1 5 66 1
40 32 5 1
21 0 6 1
61 28 29 1
12 5 67 1
62 19 22 0
50 1 30 2
5 4 37 2
7 2 14 1
2 2 43 1
43 9 29 1
17 15 14 1
37 1 3 1
44 1 10 2
67 53 60 1
15 2 38 0
9 2 3 0
26 12 4 1
11 3 66 1
55 9 20 0
29 4 6 1
11 8 25 1
16 42 5 1
27 29 31 1
41 29 59 2
14 0 6 0
34 29 23 2
59 29 57 1
61 29 53 1
4 2 3 1
21 3 67 0
70 63 68 2
30 3 48 2
11 9 20 1
20 9 4 1
22 0 4 0
26 30 13 1
35 29 23 1
0 0 5 1
12 15 14 1
25 12 34 1
7 0 6 2
30 28 29 0
44 63 68 2
2 18 7 1
36 25 29 2
30 2 37 2
51 13 31 1
63 19 4 1
15 1 8 1
31 5 6 1
12 43 4 0
6 18 5 1
51 1 3 0
24 8 39 2
82 3 47 1
5 26 4 2
14 9 4 0
11 17 4 1
17 5 67 1
2 9 4 1
75 8 39 2
70 9 20 1
78 10 34 1
28 2 29 0
1 5 14 1
4 1 12 1
70 29 6 2
72 42 5 1
19 17 6 1
16 1 15 1
4 40 4 1
11 18 7 2
6 1 14 1
37 3 47 1
16 9 20 1
15 38 3 0
39 19 23 1
64 28 29 2
8 1 3 2
29 31 6 0
2 1 3 1
25 31 6 2
48 30 3 1
14 40 5 1
67 26 4 2
16 12 14 0
19 8 38 2
37 19 20 1
65 19 4 2
59 4 56 1
3 12 4 1
11 8 40 1
2 4 37 0
39 32 39 2
65 52 4 2
65 29 53 1
33 10 35 1
29 12 4 0
22 7 66 1
16 8 2 1
78 24 59 1
15 5 67 2
55 37 58 0
18 1 12 1
11 6 65 1
12 31 6 1
19 40 4 1
47 4 6 2
70 33 10 1
59 4 6 2
21 18 5 2
40 19 10 1
64 29 52 1
63 29 53 1
83 29 55 1
9 3 66 1
2 2 14 1
16 8 7 2
0 1 18 2
17 41 5 0
54 63 5 2
1 18 5 2
69 10 54 1
73 25 6 1
4 2 66 1
7 8 15 2
0 4 5 2
29 2 4 1
3 4 66 1
0 17 6 1
48 31 6 1
3 7 66 0
3 12 5 0
1 4 65 0
15 4 66 2
